,imv
2806,"[0.005448611219728215, 0.005288845671058202, 0.005109287748088813, 0.00610297608075607, 0.00525490061855861, 0.004085866881068004, 0.004835026157516458, 0.005107594478344426, 0.005985302849236192, 0.005059126353559473]"
2807,"[0.005464567384242218, 0.005082158140281311, 0.005219251286395739, 0.005144311768658173, 0.0051295985003818574, 0.005357709933276465, 0.005250340139850295, 0.005130881109933218, 0.005080035793723113, 0.005414306721748402]"
2808,"[0.004875310894567186, 0.005452356965993337, 0.005180821350924091, 0.005488219461969727, 0.005505338043742255, 0.004918763446348744, 0.00518763135068142, 0.005644765386169966, 0.005315485044576151, 0.0046930991505557094]"
2809,"[0.005413908935995404, 0.0051376179500253515, 0.005296084390906789, 0.004517435744972992, 0.005508643567289332, 0.004818556118937587, 0.005641027989893137, 0.005282857701619059, 0.005359683673526541, 0.005312799934179134]"
2810,"[0.005206129191494336, 0.005063935500018073, 0.00505221126098642, 0.005168367711422099, 0.0052753924261210415, 0.004975104181558038, 0.0054318918208550795, 0.005273208010523861, 0.005705024774608955, 0.005122602930187024]"
2811,"[0.005348589183146664, 0.005059653364023525, 0.005189866842845917, 0.005302612851394227, 0.004779649569259989, 0.005074459384933999, 0.005155508993016194, 0.005148537894545775, 0.005796094562052614, 0.005407913338847329]"
2812,"[0.004900433570094231, 0.004412275659608934, 0.0051002939258695725, 0.005910368230727124, 0.005281353913835585, 0.0052201968072621415, 0.005129871690799992, 0.004798168381507508, 0.005358376490178739, 0.0061586078164093385]"
2813,"[0.004947733978745093, 0.004783300261633166, 0.005951190936499089, 0.0059260912144625776, 0.005247697664618535, 0.005673797103362898, 0.005534409531747598, 0.005055338248011375, 0.004053105802893152, 0.0051176660859875555]"
2814,"[0.005189455043421979, 0.005574494998347432, 0.0049877844290989745, 0.005132291722944213, 0.005231733119221793, 0.004797048282998989, 0.004899646924892144, 0.005128891166825851, 0.005742820768161364, 0.005597525015275739]"
2815,"[0.005887965912723161, 0.00541009299698212, 0.005968212343541739, 0.005209166322728898, 0.0052949565054722465, 0.0052103708252595705, 0.004531995777715968, 0.004603748902949343, 0.004618248996408107, 0.005526800502133344]"
2816,"[0.005437347773552108, 0.004816609481423888, 0.005222088729342552, 0.005050083715948505, 0.005246246000129241, 0.00572646191440083, 0.004749863702052603, 0.005393048466415327, 0.005481416961584316, 0.005117788114141653]"
2817,"[0.005206747794165769, 0.004951000704879023, 0.005346251197354716, 0.005641569158363564, 0.004878910446026289, 0.004792856149998876, 0.005199322971523652, 0.005443747388937405, 0.005118430910382613, 0.0057049176734941835]"
2818,"[0.005906253023201934, 0.005356230667478474, 0.004663464134312327, 0.005667985440200052, 0.00486761201842406, 0.005166293735896795, 0.004942464259523364, 0.004887271978863912, 0.0051526238068984745, 0.005667545014481555]"
2819,"[0.005608645289680643, 0.005795555230241027, 0.004834291492750225, 0.0053885799682230374, 0.005180732724374458, 0.005128114234556386, 0.005171244866772758, 0.005013756784469055, 0.005411577094081355, 0.004735352171744133]"
2820,"[0.0052438904352455455, 0.005788160961143338, 0.0058699364904396985, 0.005238752302905637, 0.0050983059486830766, 0.005187883108341641, 0.00497841216545106, 0.004756673137086545, 0.004779842168800007, 0.005317563066718841]"
2821,"[0.005339856904981321, 0.005304406212421603, 0.005374497995016637, 0.005155429811361422, 0.0046757224908679455, 0.005449938162404353, 0.005277650556954902, 0.005676866977353133, 0.0052011720230354915, 0.0048028223687485464]"
2822,"[0.0050624601552554565, 0.005488700510928263, 0.0051144264321999235, 0.005519857748510156, 0.004916524400993218, 0.005422267988268984, 0.0055678809377886, 0.004907561828054129, 0.0051051543533050065, 0.0051597861982651365]"
2823,"[0.00560126915489639, 0.004974752837478456, 0.0049714067990939, 0.005018690264483491, 0.00461680351807687, 0.005438649426429694, 0.0055082021687701465, 0.0051249799888974145, 0.005987664660958414, 0.005033480035024305]"
2824,"[0.0047982050775584205, 0.005235780184953971, 0.0049892899939140475, 0.005428072226968247, 0.005904956053480933, 0.005671002424573307, 0.0051990796072888335, 0.004836892182200484, 0.005587192208505974, 0.004623921227429947]"
2825,"[0.005040074412814123, 0.005318238982994918, 0.005427046184211962, 0.006024435777219275, 0.004985712678596795, 0.004912822675766407, 0.00573985206387598, 0.005131693861529064, 0.004717330334093573, 0.004985497180275449]"
2826,"[0.004680118771025393, 0.005290064861108537, 0.005209276965235532, 0.00549771319465954, 0.005769965490771501, 0.005259371533819792, 0.005019763468499844, 0.004842837458295615, 0.005072090283680028, 0.005608750649620995]"
2827,"[0.0057078107945207675, 0.004850795109030442, 0.005216403924274022, 0.004817716253179049, 0.004990818267276227, 0.005809935311651219, 0.00477884573839466, 0.005526431837449954, 0.004989363889860988, 0.005581910408188626]"
2828,"[0.004978998219513894, 0.004723140629727498, 0.005393987928054699, 0.00508796102213366, 0.005791649602430238, 0.005389621634655109, 0.005473127455060684, 0.004679662978131106, 0.005311020680605033, 0.005434660243165043]"
2829,"[0.00544503256129874, 0.005184167812667083, 0.0048538547067482896, 0.005010084886566575, 0.0061024201344957495, 0.0050413547204264005, 0.004891360382985341, 0.005251713832989775, 0.0052063681196615206, 0.005281555529033051]"
2830,"[0.005010011998767004, 0.005684541259586952, 0.005522316721091251, 0.005333921987888569, 0.005530235857853436, 0.005213635017992584, 0.005154210970078895, 0.0050302050176012116, 0.004665092059703549, 0.005110888848981]"
2831,"[0.004691205280461658, 0.005239219799672718, 0.004886149400827705, 0.005046979382716971, 0.0060844464615390104, 0.005390632517831936, 0.004789324918670231, 0.005030256532688278, 0.005432877470160246, 0.00568555176881362]"
2832,"[0.005543065256863371, 0.005208167823080417, 0.005295514611197274, 0.004478401913956261, 0.004798671351741021, 0.004939047299454846, 0.005955663804354036, 0.005448797805626095, 0.005349480862719153, 0.005242828186173259]"
2833,"[0.005066606145871832, 0.005227752461015211, 0.005906392063411517, 0.005296168553387015, 0.004469435303917301, 0.005511591192151652, 0.0053146365125351135, 0.0049680286347542025, 0.005275291725941846, 0.005233268012766047]"
2834,"[0.005427666019687152, 0.005827312144999436, 0.004270490253447371, 0.005275428398586757, 0.005755412129841104, 0.005018889798032315, 0.005191586243455612, 0.0050653103029524695, 0.005361851690654564, 0.005058666805780872]"
2835,"[0.005179571635506252, 0.005670659246991007, 0.004728068128781055, 0.0054645014995500524, 0.005156020989513802, 0.005162153229076144, 0.00520879413265761, 0.004977171775842697, 0.005335973299254048, 0.005397231104582304]"
2836,"[0.005472572770581655, 0.005169924746700711, 0.005201751944842227, 0.005134183704932709, 0.00505884927205349, 0.005189172851071472, 0.00503313619421006, 0.005377887089747131, 0.004828180254682981, 0.00580051678018879]"
2837,"[0.0048921409534569095, 0.005420223578466764, 0.005104326647632579, 0.005002259089842609, 0.0057552734472293855, 0.005015098812000512, 0.005212330349998357, 0.00518905767140734, 0.005460755971224721, 0.0052073425921765676]"
2838,"[0.005824791466912264, 0.004963708336418615, 0.005101335159796372, 0.005433420404427997, 0.005023974519292226, 0.005317912971380096, 0.004918163706924155, 0.005547839713161737, 0.0050042623551671715, 0.0051374405123993175]"
2839,"[0.005460130602999297, 0.005465915430433894, 0.005055587130944418, 0.005603331553054519, 0.004918393631262881, 0.0046572823406489825, 0.005398254903095949, 0.005265940369792344, 0.005238483101293128, 0.005184481323796051]"
2840,"[0.004990398562887143, 0.005249512002567708, 0.005385323284951658, 0.005440800404192139, 0.004871436175652944, 0.005203414788852303, 0.005208981524744707, 0.005110535961694692, 0.005290398437753419, 0.005524925974476336]"
2841,"[0.005246914733063198, 0.005117968261894005, 0.00538254961544015, 0.004642591512943131, 0.005570104667484131, 0.005136705162475903, 0.004783781676986748, 0.005547002938318691, 0.005216577471414358, 0.005609224317053882]"
2842,"[0.005514043692998085, 0.004916573063029543, 0.005209449236715904, 0.005694022320989012, 0.0049018690669094854, 0.004928518210991019, 0.005287821117629286, 0.005589310612601739, 0.00541571456756723, 0.004810622686416722]"
2843,"[0.005462009207364356, 0.005365044399322506, 0.004946090630456006, 0.004393386991057575, 0.005376879229282265, 0.005167013084714519, 0.005532819634617991, 0.0054950014161119845, 0.0055692667554159145, 0.004943668587160051]"
2844,"[0.004965697563721408, 0.005597620224117015, 0.005215699977854602, 0.005573661784357055, 0.004879904319372392, 0.005633173070268747, 0.005065607698847748, 0.004889958558201486, 0.005133694877945137, 0.005309372024937016]"
2845,"[0.004489536951467015, 0.004966028085133545, 0.005147642953644235, 0.005018637263633016, 0.0052112244161684, 0.005858437935936338, 0.005254184167801471, 0.005071099046841402, 0.005772479968945743, 0.005491758415337933]"
2846,"[0.005356882591912455, 0.005243305229278314, 0.005244561773986605, 0.005114327560164072, 0.004829314439882291, 0.005620035532941016, 0.005332430319617172, 0.005118437105542945, 0.005648567266651855, 0.004792893800905532]"
2847,"[0.004968051078180542, 0.0047208229256548925, 0.0046161714501301715, 0.0055622274189263835, 0.005861261391355897, 0.005562743073506604, 0.005121800673380335, 0.005080789757889783, 0.005252840508028582, 0.005550539749481039]"
2848,"[0.004692642284542364, 0.005027941697179206, 0.005677058175211733, 0.005506501948089139, 0.00583507148359365, 0.0052356942553220985, 0.004867172677226987, 0.004493351644431323, 0.005385959289082576, 0.005580525723153622]"
2849,"[0.004944891445498378, 0.004897306572309096, 0.005253838673252168, 0.005146517637100777, 0.005481011137283033, 0.005505021830022153, 0.00535318554578876, 0.005293667692057848, 0.005252115890339029, 0.005149433700040168]"
2850,"[0.004922811834823012, 0.005164319409858139, 0.005391514577006666, 0.005245833960256181, 0.005029013525038196, 0.005482403728962986, 0.005682686903993068, 0.005406338252795495, 0.005248633386532232, 0.004706029828441199]"
2851,"[0.004464049930584386, 0.004864033277798526, 0.00540844743699357, 0.0056212551466920755, 0.005145197404742121, 0.005898074625149011, 0.005521556839725389, 0.005184622885601597, 0.005218285654228534, 0.0049352977699453505]"
2852,"[0.005542328445880677, 0.005349738328616768, 0.005213321754853469, 0.00497587878412007, 0.004901805555939061, 0.005889207549516268, 0.00503276411493429, 0.004890958647779738, 0.005021650884275298, 0.00546678155248014]"
2853,"[0.005311688758695433, 0.005361486348849026, 0.0049967521136632855, 0.005397828843549931, 0.005304172843512219, 0.005339873771006194, 0.005221958082087059, 0.005263390054125957, 0.004972651708641204, 0.005096587409956775]"
2854,"[0.005096123327861421, 0.00466308589022051, 0.004796912854703482, 0.004803696293135792, 0.0053873198581231765, 0.005632041667646883, 0.0049264760546657805, 0.0050213136069577925, 0.0065226987484362405, 0.005454259855468793]"
2855,"[0.005704399000236801, 0.004839792691509919, 0.005481580111018501, 0.004931053920741581, 0.00514020078363031, 0.005397661198503453, 0.00558315968224765, 0.0051791379702539235, 0.0052827409806779435, 0.004717157795669425]"
2856,"[0.0047882359269951266, 0.005604446857933069, 0.0055535448774800275, 0.005778768609608965, 0.004939608711233904, 0.004848581260956169, 0.0045071065264701005, 0.0051927617327109515, 0.005298161002879522, 0.005764611609022714]"
2857,"[0.004886218294284498, 0.005277700667160983, 0.005891797389230489, 0.005545795546856212, 0.005575342427398272, 0.004514733702356865, 0.005119558269690185, 0.005091696455240171, 0.005393824171254832, 0.004994261949772137]"
2858,"[0.004923832516079095, 0.0053007551555142975, 0.00568331493573156, 0.004844055094788047, 0.005256395539540466, 0.005443394704382712, 0.005155209026452144, 0.005587377176788493, 0.0057029539519927955, 0.004387076797181205]"
2859,"[0.004641446979303914, 0.005693725301227688, 0.00572218037139642, 0.004905904427034191, 0.005405247764748431, 0.005260186029430541, 0.005026130020159403, 0.005391146326394907, 0.005272899592985354, 0.0049269009243518075]"
2860,"[0.005201048271748138, 0.004748680064655183, 0.005301029146948205, 0.005214472914991435, 0.005863940986388785, 0.005205017554671534, 0.005144578363431862, 0.005457764889545336, 0.004832342036664009, 0.005299752331122498]"
2861,"[0.005262329317620809, 0.005192057099940868, 0.005900715048009517, 0.005276493025750743, 0.004657733977601377, 0.005239506083846532, 0.00472694008746027, 0.005245627717545046, 0.005602960020752712, 0.005174929093021105]"
2862,"[0.005126399881009583, 0.0048804630928528, 0.005174571974457832, 0.005632468241283712, 0.005275120090444378, 0.0053737566114388565, 0.00458039630965163, 0.005743298967589813, 0.005012266717420532, 0.005474535649858644]"
2863,"[0.005254130996696996, 0.005491336990324442, 0.005316015194800618, 0.00466190855431363, 0.004895726485365398, 0.005770243022841333, 0.005799676238296523, 0.004872206874534445, 0.005388332008506408, 0.0048003139787913245]"
2864,"[0.004980227113115966, 0.005525340299091873, 0.0048622388437719625, 0.005745586485361029, 0.004837132863978594, 0.005358071710665877, 0.0051937665540077015, 0.005343460713765018, 0.004855115547172767, 0.0055605936678245526]"
2865,"[0.005273190132613445, 0.004759763307356475, 0.005605681080804609, 0.004942992534945045, 0.005185793931030887, 0.005563216845024047, 0.005421932549511808, 0.005520379930499211, 0.004942961319244373, 0.005055958012948139]"
2866,"[0.004628679741873603, 0.005062000967062516, 0.00546555451658644, 0.005141500340782917, 0.005018884029110956, 0.005645647894163275, 0.005194202683829122, 0.0059207811033389094, 0.004776481911395, 0.005423855273949576]"
2867,"[0.005764593237053796, 0.005555081526842493, 0.005196152404541881, 0.005568687099500406, 0.005426622236675756, 0.004550843644957315, 0.004627551460588616, 0.0051425588237585165, 0.005192143079814041, 0.005243988023239765]"
2868,"[0.005235079491171755, 0.005342847431207462, 0.004927811719259147, 0.005287706332072709, 0.005569678688895556, 0.006183623710950077, 0.004898036396752269, 0.005118692209897781, 0.005151357620308883, 0.004519322444305049]"
2869,"[0.0050969241224998315, 0.0054950644514335754, 0.004614322672090059, 0.0053947071584467595, 0.005565866031837513, 0.0052586528750780655, 0.005176526627110011, 0.005582691417343877, 0.004957226123227124, 0.005114405198663169]"
2870,"[0.004972786942396498, 0.00551014080127716, 0.00561737924606562, 0.005575316233950991, 0.005087991432706156, 0.005294051603638168, 0.005159578156759335, 0.004141611664985538, 0.005829313423520245, 0.005076572599534637]"
2871,"[0.005169596892620618, 0.005542528934742817, 0.004771580289889903, 0.004620586305115266, 0.005059965309848842, 0.005374449428564184, 0.005449394725487891, 0.005516061766146898, 0.005448060823945099, 0.00531752097688838]"
2872,"[0.005548224640076576, 0.005456190132349123, 0.005183138562777883, 0.004983130871402187, 0.0053974784730317716, 0.0051542467918707655, 0.0051599681382477735, 0.005474872377856493, 0.004895007638685758, 0.005024618816757846]"
2873,"[0.004801258356220344, 0.005821759014353026, 0.005569203692056438, 0.004643011847155768, 0.005474292165510479, 0.0049239119074065505, 0.005372812919106847, 0.0052393856814661926, 0.005176129401743991, 0.005239438775760218]"
2874,"[0.005424290266539746, 0.005209726773762122, 0.00503102490491847, 0.005451609518276163, 0.005245850859864027, 0.005143743879471308, 0.005016524670194552, 0.005608615004630221, 0.005195755568298366, 0.004935113816542324]"
2875,"[0.0053166753050201436, 0.005275890543276872, 0.005476524432647622, 0.0057203110008539546, 0.004859416456263747, 0.005071833151245691, 0.005308998171343625, 0.005133448401792134, 0.004661289072776981, 0.0054110117663454345]"
2876,"[0.0050208812060740125, 0.005069628264758759, 0.005209832173567941, 0.005705908619934694, 0.005651101833374368, 0.005050211137743909, 0.00482691434718678, 0.005119609896943308, 0.005035438283568725, 0.005583172485261894]"
2877,"[0.005071048118657406, 0.004999950865575707, 0.005330857512519106, 0.004988256544339798, 0.004942277562855134, 0.005166416982134352, 0.005406092155748032, 0.005030927470131668, 0.0053806361025178755, 0.0059447682259517656]"
2878,"[0.0051523769871364405, 0.005404656124673898, 0.005267729288229457, 0.004582191643484754, 0.004539271187968657, 0.00594480425389828, 0.00511153690203982, 0.006106114951859946, 0.005005420854303393, 0.005181116518859171]"
2879,"[0.005202196161893792, 0.005430348130512241, 0.005912049026335486, 0.005317216922209102, 0.005542677296712502, 0.00495460707696441, 0.004985801177153764, 0.004313907862814474, 0.005215158099426619, 0.005405508176582807]"
2880,"[0.0055928436148339694, 0.005426683062107994, 0.005033698948208477, 0.004823489223413361, 0.005207989350731837, 0.005596700834393067, 0.005297004059494482, 0.005232377694650348, 0.004869960972601077, 0.005201446115760663]"
2881,"[0.004121733995171464, 0.004971915179403491, 0.005729926588840843, 0.005120359014065164, 0.005558121744875805, 0.005564734084677771, 0.005117197312335799, 0.005473988370497049, 0.005066137674198267, 0.005522124666151501]"
2882,"[0.005231093089319872, 0.004791908033801478, 0.0047548573013458904, 0.005264905935720456, 0.0057909639063422995, 0.00501790855189674, 0.005413851016129074, 0.005381950066452946, 0.005538627211448491, 0.005099816582784918]"
2883,"[0.005296339067608704, 0.005608376838205639, 0.005281297351053605, 0.005206307155427881, 0.005280054339186489, 0.0053361214773969745, 0.005134647041307494, 0.004483960718098703, 0.005317943114745756, 0.005310739331736197]"
2884,"[0.005029941064776167, 0.005213490470952905, 0.005092302238907487, 0.005358591777278283, 0.005080196233470184, 0.005585784356103178, 0.005772659505918354, 0.005005053580343206, 0.005217520754385849, 0.004945326951222524]"
2885,"[0.004747247670267776, 0.0054509161248885276, 0.005803100275548095, 0.004962309371268713, 0.004809879041675385, 0.005350194584571114, 0.004778920220975103, 0.0052236360902859925, 0.005480014371740381, 0.00565663848298199]"
2886,"[0.005497157607235683, 0.0051182084302528, 0.0052454634474208214, 0.0053142468020590606, 0.004887289787957868, 0.005522131436953861, 0.005242483200452362, 0.005219370247589285, 0.0045922280535983465, 0.0056390718559844715]"
2887,"[0.005192042348254518, 0.004993358642476572, 0.005549325892514991, 0.004831672441269753, 0.005528864027229571, 0.005146825242710394, 0.005670613554312452, 0.005384219320548658, 0.004909820490269072, 0.005066780338915782]"
2888,"[0.005418805298420256, 0.005088189682405812, 0.005095414503954931, 0.005244849431387687, 0.005392352238040936, 0.004792567239074655, 0.00487379095600699, 0.005460881889864802, 0.005242104955912078, 0.005659236141940646]"
2889,"[0.005596188266456397, 0.005224729851409017, 0.005216575772740602, 0.004833749059976618, 0.0053942095175970985, 0.004914460913468549, 0.005652520482240567, 0.004791369861249455, 0.005245869769356694, 0.005415777427692505]"
2890,"[0.005420492853993315, 0.005376974156267212, 0.005044032010580089, 0.005622653931680803, 0.004996003475739209, 0.0050324563617638145, 0.004846725504030217, 0.006035264088399847, 0.0050362452411180265, 0.004836751466046185]"
2891,"[0.005075670079853061, 0.0055206192640672265, 0.005078771358077762, 0.004976755552523781, 0.005417324927583741, 0.005027189909533093, 0.005126413705797291, 0.005367998635343284, 0.004989625553395901, 0.005697513354310975]"
2892,"[0.00514272172283609, 0.005276995358292952, 0.005627896155101089, 0.004965916063281924, 0.005202364072097851, 0.00540714837687318, 0.005634281150002374, 0.005011990832269159, 0.004777296587894893, 0.005194262132205062]"
2893,"[0.004476253352483426, 0.005014687329929068, 0.005366992002553326, 0.006177380864776819, 0.004607856520281049, 0.0054848993747801415, 0.0052484142586733725, 0.005348699306191365, 0.005259857057132362, 0.005283617408143981]"
2894,"[0.005855232121077064, 0.004790050982686782, 0.004913433536404796, 0.005225999548705183, 0.005048262525492734, 0.005598212598233539, 0.005169989681264852, 0.005257590786764459, 0.005090976908886966, 0.005308908555274932]"
2895,"[0.005074153319250026, 0.005391187953342669, 0.004746603814570664, 0.0061835888274164325, 0.0051889344876908175, 0.005318906582934593, 0.004679589710066029, 0.004957461798062395, 0.005369992021025252, 0.005375635122570005]"
2896,"[0.005085607762539502, 0.004697551102338388, 0.005863798882660917, 0.005321524194829377, 0.005007478317284642, 0.005328635250908508, 0.005389881873390778, 0.0047825642456637415, 0.0050044260649439575, 0.005777881233078006]"
2897,"[0.0048787599139006235, 0.005351017255336865, 0.0051744314242661345, 0.005291587539982077, 0.005228626489475958, 0.00537947522517695, 0.005099555373930782, 0.005447370811389738, 0.005221349881335568, 0.00521269199909876]"
2898,"[0.005582838069578896, 0.004986002308781089, 0.004840187266517889, 0.005665305067523136, 0.004626091148139726, 0.005006739960756623, 0.004930152500009311, 0.005711913764871589, 0.005655549474502394, 0.005259021253660691]"
2899,"[0.0048685937277341135, 0.005449117386027093, 0.005464135873495312, 0.0055351051173628, 0.004811875198603483, 0.004986402348824516, 0.005281200123108909, 0.005321963488944187, 0.005642170481980608, 0.004912934182444937]"
2900,"[0.005025630850131358, 0.005357601474032049, 0.004880173123442298, 0.005379652553108158, 0.005313635978424814, 0.00506444105022737, 0.005124054374329432, 0.005192192815018697, 0.005534709433344615, 0.005386302975641928]"
2901,"[0.0056009103894053315, 0.005516506157884944, 0.005993429769921686, 0.0046356831313485326, 0.005090580309918766, 0.005299525563635559, 0.004463605111107656, 0.005180396392870095, 0.0058611184067979905, 0.0046645416706567674]"
2902,"[0.005257939706887782, 0.005369224637447052, 0.00506785000799428, 0.005101326383661658, 0.0056395230683309126, 0.005201820048651683, 0.005241460083068679, 0.005376489497257802, 0.00518424301954665, 0.004815773403600786]"
2903,"[0.00455945387438186, 0.005506767371805241, 0.005563153375103062, 0.004729413066878152, 0.005637994279190283, 0.005547844080797578, 0.0051575143407594295, 0.005635605054344322, 0.0048688975936015165, 0.005073487202648014]"
2904,"[0.005146489575304874, 0.004822479187947737, 0.005837436329949419, 0.00523261078610438, 0.005219804366153103, 0.005710431382096723, 0.004972713421241964, 0.005686499576798566, 0.004987450752451327, 0.004657455442789353]"
2905,"[0.005227646573340642, 0.0055296340841129825, 0.005294389911581866, 0.00531568774868964, 0.004717700033569241, 0.005080545475540367, 0.005856389991243479, 0.005375561110825672, 0.005260016058101143, 0.004609145443624144]"
2906,"[0.004961319156093595, 0.004919978615267583, 0.004736119051431874, 0.00545864114902264, 0.0050260521240109495, 0.005744881530314477, 0.005409169270085501, 0.005875214109842344, 0.005031381708091312, 0.005096414112259909]"
2907,"[0.005157883417527863, 0.004689673933541481, 0.005156744656943322, 0.005325229169048794, 0.004956096836062452, 0.005240371218902258, 0.005459850959283051, 0.005372837218078295, 0.005164214639831671, 0.005740283416552677]"
2908,"[0.0052152609492742774, 0.004417912710956756, 0.005698531816839757, 0.005023980430893089, 0.005141854704816788, 0.005140078712121728, 0.0056067066208427205, 0.005486286153277722, 0.005376330711813871, 0.005168351424355029]"
2909,"[0.00554895579020225, 0.005601257207113746, 0.004918718094836373, 0.004773621268584863, 0.005446907303608773, 0.005495751155041873, 0.004892021364289117, 0.005022830357483625, 0.005165653796678627, 0.005394975388493431]"
2910,"[0.005802571888483178, 0.004575630232640124, 0.005275726714889664, 0.005774006263625445, 0.005224882663204574, 0.005305655283062437, 0.0051599861362885465, 0.004937586104730252, 0.004820863767346866, 0.005433793412657179]"
2911,"[0.005588858496685803, 0.005326975150862262, 0.005076409407982083, 0.005005696712014699, 0.00505315757905164, 0.004923712726205932, 0.005837055892487567, 0.005416075441551397, 0.005341043193651285, 0.004711768054589478]"
2912,"[0.00520524744919538, 0.004707187871736095, 0.0052911750978372665, 0.004991984497182551, 0.005662196683723286, 0.005248995598413556, 0.005091546162500213, 0.005445736578811023, 0.005185067685398586, 0.005442242673003778]"
2913,"[0.005240849649256601, 0.004815869662563987, 0.005514128791040942, 0.005648655288650277, 0.005318011970834915, 0.004773803789376727, 0.005641778850135527, 0.005607125995263594, 0.004934409530142263, 0.004787049884559326]"
2914,"[0.00555705001914044, 0.005449433704098257, 0.0054451938525460035, 0.005046247624937342, 0.005174082402300504, 0.0051942846974168035, 0.005135435966005379, 0.004929613201383856, 0.005206299843441633, 0.005139250796354299]"
2915,"[0.005135531750832338, 0.0053227944629900695, 0.00472143725547258, 0.005377379419640385, 0.0050989464960907414, 0.005577959808313289, 0.004862437698663798, 0.005617520255475766, 0.005021437452258737, 0.005546327117672802]"
2916,"[0.005036718289836801, 0.005258561366287644, 0.004755488764431182, 0.005573814077476445, 0.00517449695283831, 0.005312114840659012, 0.004877308271126702, 0.0054112701212360725, 0.005627060706631739, 0.005251041408707224]"
2917,"[0.005141823328207846, 0.004534673803539112, 0.005360648368843946, 0.004944489636241905, 0.00535935313411016, 0.005223246479724142, 0.00548424711140288, 0.005187565225826125, 0.005532758696828469, 0.005476361177394336]"
2918,"[0.005467862103615876, 0.005560913515544499, 0.005760265166330967, 0.004941144995949919, 0.0049784873240936965, 0.004536842348423259, 0.005132206075935179, 0.004907458884598413, 0.005545835709061659, 0.005440837775281667]"
2919,"[0.005546325884963875, 0.005152680211010288, 0.00573331829686235, 0.005371749662179421, 0.005288054436847597, 0.005227391092821564, 0.005019962470641542, 0.005456340612070641, 0.0047507842123198155, 0.004723669394902235]"
2920,"[0.00523437198854615, 0.005205140357570431, 0.005359486985848328, 0.005372851287991696, 0.0050645321312516095, 0.004987328926912896, 0.005824217764877683, 0.00479184044288643, 0.005246451474237796, 0.005193261819559885]"
2921,"[0.005495356220258541, 0.004874908854134965, 0.005249253291222455, 0.004588596196635262, 0.0052096324863774935, 0.005317518494041664, 0.005730613925135476, 0.005487752687311405, 0.0048558247245210065, 0.005472646914117688]"
2922,"[0.005169070974602233, 0.00540776354530062, 0.004313642538923594, 0.005241432145724275, 0.0047821696332330296, 0.005163219526154391, 0.006062556014345294, 0.004944883850587484, 0.005674669962770833, 0.005511495593385646]"
2923,"[0.004798694219799664, 0.0045383647267067265, 0.005651033415022235, 0.005180433097667048, 0.005560704964218154, 0.00494274118008376, 0.0047683600239208776, 0.005575177092806137, 0.005626544021860406, 0.005601322750926619]"
2924,"[0.00442569254499999, 0.005839566260536041, 0.005884352980718818, 0.005582768874775607, 0.004794861489334209, 0.005795702504308364, 0.005084816724214036, 0.004780516437268576, 0.005269601628264224, 0.004796204452582396]"
2925,"[0.004860357679187421, 0.005359834875977854, 0.005104473723801776, 0.005615934271036109, 0.004933553828505169, 0.0053310156681585594, 0.005661758098524012, 0.004542392193091298, 0.005154931165824658, 0.005699869289246534]"
2926,"[0.0048650007863460945, 0.005491934994766918, 0.005414410633642653, 0.004978183391580109, 0.0047866000493917635, 0.005003197820351664, 0.005327363331201698, 0.005860281053129542, 0.005608336719133203, 0.0049444526381800455]"
2927,"[0.0050335627908635215, 0.0050042687270336755, 0.005053867344973324, 0.005319444503154742, 0.005261890022264028, 0.005591147050924888, 0.005484659608151366, 0.005032399352771394, 0.005418065310736447, 0.005076963526308745]"
2928,"[0.0055948669560175555, 0.0052554328284147205, 0.005024868775070236, 0.0054763466397528965, 0.0059905827918438365, 0.004923170324069367, 0.005337651910293653, 0.004828643290440865, 0.004525323059156235, 0.005324836196758527]"
2929,"[0.005106370561093497, 0.004963997617043352, 0.005806339518207375, 0.005163562047400095, 0.005324241622466764, 0.0047925667467895346, 0.0055098969679374474, 0.005103169793163921, 0.005071358397160564, 0.005422962067093756]"
2930,"[0.005270492375122002, 0.0052355715982116665, 0.005522324496638485, 0.005441656225167062, 0.004481988206322861, 0.005697545874859128, 0.004728803273372299, 0.005470722200340446, 0.005161865248067668, 0.0052803853527233855]"
2931,"[0.0052853959872863916, 0.005334900951440587, 0.005296484425601827, 0.00512047064726755, 0.004885986001989119, 0.005379597329808993, 0.005279160399988273, 0.005029188291855266, 0.005447508649250044, 0.005206651483425553]"
2932,"[0.004758496662723504, 0.005318835386885551, 0.004831450639758284, 0.004966473098819808, 0.005538314095433162, 0.004959561599995866, 0.005775278529175472, 0.0052278564379790605, 0.0057559153627755755, 0.005130021767899605]"
2933,"[0.005142414703551326, 0.004392311690662848, 0.005451318474208552, 0.00543544852639591, 0.005081304690712279, 0.005650351752210311, 0.005423139707783467, 0.0054106605577104346, 0.0053082978211188075, 0.004975349201917416]"
2934,"[0.005196590982317376, 0.005355460373927498, 0.0047276948050669, 0.005575419638922443, 0.004979025510092058, 0.005907570349843722, 0.005774712927292305, 0.005088872112726609, 0.004716963763016424, 0.00495149813764322]"
2935,"[0.005237350804723275, 0.00526276731694971, 0.00553723520486058, 0.005527830308379489, 0.005045485275480797, 0.00476411199451263, 0.005297327448728018, 0.0050840452775804445, 0.005232160024166569, 0.0052867123211022314]"
